Akashic Weapon Evolution and Abilities,2019-12-11
Akashic Weapon Ability Re-roll,2019-12-11
Where to get materials for Akashic Weapons? (Rarity N→R),2019-12-11
Where to get materials for Akashic Weapons? (Rarity R→SR),2019-12-11
Where to get materials for Akashic Weapons? (Rarity SR→UR),2019-12-11
Alchemia Designers SeriesⅡ (Girl) Gacha Tix,2019-12-10
Alchemia Designers SeriesⅡ(Boy) Gacha Tix,2019-12-10
Lily Bride Gacha Tix,2019-12-10
2017 X’mas Weapon Gacha,2019-12-07
Alchemia Story's first "Mount Design Contest" Results!,2019-12-05
Notice: Temporary disconnection,2019-12-04
Increased rate for New Mount:DIY Box Car! "Couple Drive Gacha" now available!,2019-12-04
Enhance your equipment! "Upgrade Gacha" is here!!,2019-12-04
Shine! Spotlight Gacha【12/3 19:50 (JST) Update】,2019-11-30
Birthday [1130 Pack] Now Available!,2019-11-30
Could purchase Weapon Fair Gacha before its official release,2019-11-29
Black Friday Sale Starts!,2019-11-29
20% Off! [Black Friday Sp Price!] "Lily Bride Gacha",2019-11-29
66% Off! [Black Friday Sp Price!] 4 types of "Master Pack" now available!,2019-11-29
80% Off! [Black Friday Sp Price!] "Potato" Sale,2019-11-29
New Limited Event "2nd Anniversary party!?～Party～" Starts!,2019-11-27
Ena＆Mana「Step Up Gacha」,2019-11-27
2nd Anniversary! Super Luxurious "Anniversary Pack [SP]" is here!,2019-11-27
Black Friday "Bag Slot Expansion" Sale !,2019-11-27
About Jukebox,2019-11-27
2st Anniversary Log-in Bonus!,2019-11-27
【11/27(JST) update】2nd Anniversary Movie Contest!,2019-11-27
About Connection Failure,2019-11-26
Avatar Dream Gacha,2019-11-23
Assorted NPCs Gacha,2019-11-23
2nd Anniversary Limited-time-only! Single Payment Campaign now open!,2019-11-22
2 New Mounts are here! "Couple Drive Fes" Starts!,2019-11-22
3 Days Added! "2nd Anniversary! Once a day Free x10 Gacha" Starts!,2019-11-22
Step-up style "SP Novice Weapon Gacha" now available!,2019-11-20
Step-up style "SP Novice Armor Gacha" now available!,2019-11-20
[11/18(JST) Update] Finished sales for 2 types of "Beginner Gacha",2019-11-18
"Couple Driving Fair" Starts!,2019-11-16
Soul Carnival Gacha,2019-11-15
2nd Anniversary　Reasonable Total Payment Campaign now in session!,2019-11-15
RT to Extend Free Gacha Period! 2nd Anniversary Retweet Campaign Starts!,2019-11-14
New Limited Event "2nd Anniversary party!?～Preparation～" Starts!,2019-11-13
2nd Anniversary! "Anniversary Pack" now available!,2019-11-13
Almost 2nd Anniversary Log-in Bonus!,2019-11-13
Localization Survey,2019-11-13
Sage Patriot Gacha Tix,2019-11-13
【LB A-Boss Wp Gacha Tix】,2019-11-13
[11/14 16:15 (JST) Update]Rose Scented Tea Party Gacha,2019-11-08
Luxury Potato Effect Adjustment,2019-11-06
Water Element"Weapon Gacha" now available!,2019-11-01
Fight for Freedom Gacha,2019-10-31
[10/31 18:30 Update] October 23 update details!,2019-10-31
New Limited Event "Evil Hallow-chan’s Ambition～Revenge～" Starts!,2019-10-30
Wind Element"Weapon Gacha" now available!,2019-10-30
Max Limit Break & LV 120 Gear jackpot! "Weapon Fair" starts!,2019-10-28
"October Set" now available!,2019-10-27
Data Update Report,2019-10-21
"Alchemia Designer Series (Boy)",2019-10-19
"Alchemia Designer Series (Girl)"!,2019-10-19
Little Magician Gacha,2019-10-18
[11/14 16:10 (JST) Update]Alchemia Story's first "Mount Design Contest" has started!,2019-10-17
New Limited Event "Evil Hallow-chan’s Ambition～Birth～" Starts!,2019-10-16
Increased rate for New Mount: Witch Broom! "Couple Drive Gacha" now available!,2019-10-16
Train with Legendary Items! "Legendary Lucky Bag Gacha" Starts!,2019-10-16
Earth Weapon Gacha,2019-10-16
Limited Luxury Potato Sale & Potato Sale campaign released!,2019-10-16
Adoramus Priest Gacha,2019-10-11
October 9 update details!,2019-10-09
Achieve real power! "Limit Break Pack" now available!,2019-10-09
"Trick or Treat!!" now available!,2019-10-09
"Motherly Evil Gacha" now available!,2019-10-09
Expansion items are now on time-sale!,2019-10-09
"Comeback Campaign" now starts!,2019-10-09
[10/9 18:00 Update]  Notice for maintenance [End],2019-10-09
About Dowsing / Treasure Hunt,2019-10-09
Mission of Duat Gacha Tix,2019-10-09
Sewing Illusion Gacha Tix,2019-10-09
Wandering Rescue Doctor Gacha,2019-10-04
Limited Event "Tsukimi! Fall Festivities!～Moon Viewing～" Starts!,2019-10-02
Limited-time-only! Single Payment Campaign now open!,2019-10-01
Secret Agent Gacha,2019-09-30
"September Set" now available!,2019-09-28
Limited collaboration event with Asobimo's popular MMORPG "Toram Online" Starts!,2019-09-25
Limited-time-only! Single Payment Campaign now open!,2019-09-25
"Couple Driving Fair" Starts!,2019-09-25
Get Special Login Bonus! Celebrating our Collaboration with Toram Online!,2019-09-25
"Moonlight Gnosis Gacha" now available!,2019-09-22
Drill Winning Rate 5x! Lv6 Core Added!"Upgrade Gacha"!,2019-09-20
Marching Gerumi Band Gacha,2019-09-20
Pickup Gacha for each weapon type now available! (8 types!),2019-09-18
"Guiding Moonlight Gacha",2019-09-18
Limited Luxury Potato Sale & Potato Sale campaign released!,2019-09-18
[9/18 17:30 Update]  Notice for maintenance [End],2019-09-18
Elegance Gacha,2019-09-16
Red Fairy-Tale Gacha,2019-09-13
Increased rate for New Mount: Kitsune! "Couple Drive Gacha" now available!,2019-09-11
New Update on September 11!,2019-09-11
New Limited Event "Tsukimi! Fall Festivities!" ～Preparation～" Starts!,2019-09-11
Accessory Selection Gacha,2019-09-11
Special Login Bonus,2019-09-11
Expansion items are now on time-sale!,2019-09-11
"Lunar Harvest Gacha" now available!,2019-09-11
[9/11 18:00 Update]  Notice for maintenance [End],2019-09-11
Cats of the Mountain Shrin,2019-09-11
【9/11 Update】Notice for App Version1.0.51,2019-09-10
Animal 2 Gacha,2019-09-08
"Assorted NPC Gacha!",2019-09-07
UR Earrings and Necklaces Only! Special Edition of "Journey Charm Gacha" Starts!,2019-09-06
Limited Event "Become a Fishing Master" is Back!,2019-09-04
[Bait Set]now available!,2019-09-04
We would like to introduce a "Place changing function (tentative)" for accessories to be implemented soon!,2019-09-02
Win a complete UR Avatar set! " Avatar Dream Gacha" starts!,2019-09-01
Fox God Gacha,2019-08-31
"August Set" now available!,2019-08-29
Max Limit Break & LV 120 Gear jackpot! "Weapon Fair" starts!,2019-08-28
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2019-08-28
Warrior Hunter Gacha,2019-08-23
"Ponytail vs Pigtails Showdown!" Results Are Here!,2019-08-22
New Limited Event "Haunted Summer～Test of Courage～" Starts!,2019-08-21
Change Your Look! "Mount Skin Pack" Now Available!,2019-08-21
"Demon Kings Gacha" now available!,2019-08-15
Dress up Pack,2019-08-14
"Body Modification Project Gacha" now available!,2019-08-14
Expansion items are now on time-sale!,2019-08-14
[8/14 18:00 Update]  Notice for maintenance [End],2019-08-14
Sweet, Melty Temptation ♡ Gacha Tix,2019-08-14
Sweet Murder Chocolate Gacha Tix,2019-08-14
Celebration Dance Gacha,2019-08-12
"Dagger Gacha",2019-08-11
Sheep Avatar Set now available!,2019-08-10
Spiritual Shaman Gacha,2019-08-09
New Limited Event "Haunted Summer ～Investigation～" Starts!,2019-08-07
Special Login Bonus,2019-08-07
Yukata Set,2019-08-07
4 types of "Master Pack" now available!,2019-08-07
Body of Judgement Gacha,2019-08-02
Win a complete UR Avatar set! " Avatar Dream Gacha" starts!,2019-08-01
Innocent Puppet Gacha,2019-07-31
2-handed Sword Gacha,2019-07-31
Limited Luxury Potato Sale & Potato Sale campaign released!,2019-07-31
" Free 10x Gacha" including Master Slot Drill Now Available!,2019-07-28
We will improve the Friend feature to activate our community.,2019-07-27
2-handed Axe Gacha,2019-07-24
Song of Divine Birds Gacha,2019-07-19
Win a complete UR Avatar set! Special" Avatar Dream Gacha" starts!,2019-07-19
Event "Be a Winner! Beach Sports Tournament! ～Tournament～" Starts!,2019-07-17
How to play at Sp Training Site,2019-07-17
What is Mount?,2019-07-17
Once a day "Couple Drive Gacha",2019-07-17
Get on a Mount! "Couple Drive Gacha" Starts!,2019-07-17
How to play Numbers,2019-07-17
Mount Feature Celebration! Special Login Bonus,2019-07-17
Limited Luxury Potato Sale & Potato Sale campaign released!,2019-07-17
Berserk Invasion！,2019-07-13
Cat Avatar Set now available!,2019-07-13
Summer Weapon Gacha,2019-07-12
Mount Feature Coming Soon! Special Login Bonus,2019-07-10
Summer Avatar Gacha,2019-07-10
Valuable Summer Ice Set now available!,2019-07-10
Expansion items are now on time-sale!,2019-07-10
4 types of "Master Pack" now available!,2019-07-10
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2019-07-10
Hard Metal Fanatic Gacha Tix,2019-07-10
Increased rates for Rods！Star Fest Weapon Gacha now available!,2019-07-06
Challenging the Seas Gacha,2019-07-05
"Star Fest Pack" now available!,2019-07-03
[7/3 17:30 Update]  Notice for maintenance [End],2019-07-03
Hot Seaside Gacha,2019-06-30
"July Set" now available!,2019-06-29
【6/27 Update】Beach Sports Tournament,2019-06-26
Battle on Board Gacha,2019-06-21
Ethnic Gacha,2019-06-21
Bridal Event "Support Pack" Now Available!,2019-06-19
【Update 6/19 18:00(JST)】Connection issues,2019-06-19
【Update 6/19 18:00(JST)】Login Error,2019-06-19
Sweet Murder Chocolate Gacha,2019-06-16
Beautiful Angel Wings『Sweet, Melty Temptation ♡Gacha』,2019-06-15
Event "Happy ☆ Wedding ～Ceremony～" Starts!,2019-06-12
Expansion items are now on time-sale!,2019-06-12
Just Married Gacha now available!,2019-06-12
Celebration Dance Gacha Tix,2019-06-12
Beast Warrior Gacha Tix,2019-06-12
"Umbrella Pack" now on sale!,2019-06-10
4 types of "Master Pack" now available!,2019-06-10
「Enigma Gacha」,2019-06-02
Lily Bride Gacha,2019-05-31
Limited Event "Happy☆Wedding ～Preparation～" Starts!,2019-05-29
New Face Types!,2019-05-29
"June Set" now available!,2019-05-29
Mission of Duat Gacha,2019-05-24
Mamono-chan Miracle Set,2019-05-23
[5/22 Update] About Types of Gacha that Take Gacha Tickets,2019-05-22
[5/22 Update] Weapon Gacha,2019-05-22
4 types of "Master Pack" now available!,2019-05-20
Accessory Gacha,2019-05-19
Noble Satan Gacha,2019-05-17
Limited-time-only! Single Payment Campaign now open!,2019-05-17
Limited Event "Become a Fishing Master" Starts!,2019-05-15
Chemical Reaction Gacha,2019-05-15
Expansion items are now on time-sale!,2019-05-15
Little help for Holy Night Gacha Tix,2019-05-15
Starlight Holy Night Gacha Tix,2019-05-15
Journey Charm Gacha,2019-05-10
"Alsto Lotto"Result！,2019-05-09
Win a complete UR Avatar set! " Avatar Dream Gacha" starts!,2019-05-08
Drill Winning Rate 5x! "Upgrade Gacha"!,2019-05-08
Cats of the Mountain Shrine Gacha,2019-05-06
Gleaming Flash Gacha,2019-05-01
Loyal Hollyhock Gacha,2019-04-30
Max Limit Break & LV 120 Gear jackpot! "Weapon Fair" starts!,2019-04-29
"May Set" now available!,2019-04-28
Reasonable Total Payment Campaign now in session!,2019-04-26
Assorted NPC Gacha Tix,2019-04-26
New Area Boss Special Effect Free 10x Gacha.,2019-04-24
Limited Event "Enter Alchemia School! Opening",2019-04-24
Enter Alchemia School! Exam,2019-04-17
Here come the cool kids!Sage Patriot Gacha,2019-04-17
Event Support Set now on sale!,2019-04-17
4 types of "Master Pack" now available!,2019-04-17
Rank-up Pack,2019-04-17
[Important] Notice of Revised Terms of Use,2019-04-17
Wonderland Seeker Gacha,2019-04-12
5 million downloads campain!,2019-04-10
EX Hairstyle Pack,2019-04-10
Expansion items are now on time-sale!,2019-04-10
Beginner Pack、Stylish Beauty Pack,2019-04-10
Lv100 UR Avatar Gacha Tix,2019-04-10
Alchemia Designers Series(Boy) Tix,2019-04-10
Alchemia Designer Series (Girl) Tix,2019-04-10
SR Stylish Gacha Tix,2019-04-10
Become an Alsto expert! Alsto Quiz is back! !,2019-04-03
[4/3 18:00 Update]  Notice for maintenance [End],2019-04-02
Promise of Perle Printemps Gacha,2019-04-01
【7/17 Update】Casino Map "Gravy Amgen" opens,2019-04-01
How to join Roulette,2019-04-01
How to Join Blackjack,2019-04-01
Sage Patriot Gacha,2019-03-31
Rank 2 Wind Weapon Gacha,2019-03-30
"Monthly courses" now available!,2019-03-27
Spear Gacha,2019-03-27
Monthly courses,2019-03-27
Slot,2019-03-25
How to play GO GO Gerumi,2019-03-25
Win a complete UR Avatar set! " Avatar Dream Gacha" starts!,2019-03-24
New special color added!「Celebration Dance Gacha」！,2019-03-23
Magic Gacha,2019-03-22
4 types of "Master Pack" now available!,2019-03-20
Swimsuit Gacha now available!,2019-03-17
Yukata Set,2019-03-16
Mission of Duat Gacha,2019-03-15
"Warm and Cozy Gacha!",2019-03-14
Invading Yuamis!,2019-03-13
Floral Gacha,2019-03-13
Limited-time-only! Single Payment Campaign now open!,2019-03-13
Expansion items are now on time-sale!,2019-03-13
Upgrade Gacha Tix,2019-03-13
"Resort Look Gacha",2019-03-12
"Show off with Winter Mode Gacha!" now available!,2019-03-12
"Casual Style Gacha" now available!,2019-03-10
"Casual Fashion Gacha" now available!,2019-03-10
Only for beginners! 4 types of "Novice Avatar Set" now available!,2019-03-08
【3/8 14:00 Update】Notice: Temporary disconnection,2019-03-08
Regarding issues on "Team VS Battle",2019-03-04
Sewing Illusion Gacha,2019-03-04
"Staff Gacha",2019-02-28
"March Set" now available!,2019-02-28
What is the "Dresser" (Clothing Chest) Function?,2019-02-27
Double your winnings! Introducing the 5x Draw "Weapons Fair"!,2019-02-25
"Kitty Weapon Gacha" now available!,2019-02-22
Limited-time-only! Single Payment Campaign now open!,2019-02-22
LV100！Fire Element"Armor Gacha",2019-02-20
LV100！Earth Element"Armor Gacha",2019-02-20
Survival Wars! Gacha,2019-02-17
Search for true? love!,2019-02-13
Team VS Battle,2019-02-13
Journey Charm Gacha,2019-02-13
4 types of "Master Pack" now available!,2019-02-13
Rank 2 Water Weapon Gacha,2019-02-13
Expansion items are now on time-sale!,2019-02-13
[2/13 18:00 Update]  Notice for maintenance [End],2019-02-13
Professional Code Gacha Tix,2019-02-13
Imperial Masterpiecets tix,2019-02-13
"Knuckle Gacha",2019-02-10
Limited-time-only! Single Payment Campaign now open!,2019-02-08
Changes in in-game contents rewards,2019-02-05
Demon Claw Weapon,2019-02-03
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2019-02-01
Beautiful Angel Wings『Sweet, Melty Temptation ♡Gacha』,2019-01-31
YOLO Rice Cake Fest ~Opening~,2019-01-30
"2H Axe Pick-up Gacha" now available!,2019-01-30
[1/30 18:00 Update]  Notice for maintenance [End],2019-01-30
"Next Month Gacha",2019-01-30
Avatar Dream Gacha now opens!,2019-01-26
Limited-time-only! Single Payment Campaign now open!,2019-01-25
"Tropical Vacation Gacha" now available!,2019-01-23
"Moon Dance Gacha" now available!,2019-01-21
"Hard Metal Fanatic Gacha",2019-01-18
[Winning Number Announcement!]"New Year Lotto"Result！,2019-01-17
4 types of "Master Pack" now available!,2019-01-16
Expansion items are now on time-sale!,2019-01-16
Guiding Moonlight Gacha Tix,2019-01-16
"Moonlight Gnosis Gacha Tix",2019-01-16
【Re-Released】The 2019 Mysterious Lucky Bag！,2019-01-09
【Re-Released】"blueprint"set!,2019-01-09
Regarding issues on "Christmas Sale Break Out",2019-01-07
Limited-time-only! Single Payment Campaign now open!,2019-01-05
Beast Warrior Gacha,2019-01-02
"New Years Event"!,2019-01-01
Celebration Dance Gacha,2018-12-31
"New Year’s Set" now available!,2018-12-28
Adorable Fairy Tale Gacha now opens!,2018-12-26
Double your winnings! Introducing the 5x Draw "Weapons Fair"!,2018-12-24
Limited-time-only! Single Payment Campaign now open!,2018-12-21
Fight with your own fist! "Knuckle Gacha" available!,2018-12-21
Recoveries from malfunction,2018-12-21
The "IT'S MY LIFE" x Alchemia Story collaboration will start!!,2018-12-19
"IT'S MY LIFE Collaboration Gacha"!!,2018-12-19
The collab event, "Making My Sweet Home" is here!!,2018-12-19
Limited Luxury Potato Sale & Potato Sale campaign released!,2018-12-19
Expansion items are now on time-sale!,2018-12-19
[Body Modification Project Gacha Tix],2018-12-19
【Disposal of the Dead Tix】,2018-12-19
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2018-12-19
Starlight Holy Night Gacha,2018-12-17
4 types of "Master Pack" now available!,2018-12-17
Little help for Holy Night Gacha,2018-12-14
Christmas Event Support Set now on sale!,2018-12-14
Christmas Sale Break Out!,2018-12-12
J Weapon Gacha,2018-12-12
Limited-time-only! Single Payment Campaign now open!,2018-12-07
[update 12/5]Added Bonus! Introducing Armor Gacha![Limited],2018-12-05
【Re-Released】1st Anniversary! "Anniversary Pack" now available!,2018-12-02
1st Anniversary Free Gacha "Limitless Gacha" is now available!,2018-11-30
Event「Anniversary Party　～Party～」,2018-11-28
"Motherly Evil Gacha" now available!,2018-11-28
New designs to the "Professional Code Gacha",2018-11-28
"Motherly Evil Tix",2018-11-28
Dark Revelation Gacha,2018-11-26
New special color added! Kitty Gacha available again!,2018-11-23
Black Friday "Potato" Sale,2018-11-23
Equipment enhancement big success rate campaign now opens!,2018-11-23
[Character Avatar Gacha] Genius Boy/Innocent Girl!,2018-11-21
"Fallen Traitor Gacha" now available!,2018-11-16
4 types of Element Avatar Gachas are also available!,2018-11-14
[Tiger Lily Gacha Tix],2018-11-14
Four China Symbols Gacha,2018-11-14
Expansion items are now on time-sale!,2018-11-14
1st Anniversary! "Anniversary Pack" now available!,2018-11-14
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2018-11-14
Rassemblez Saluez Gacha！,2018-11-12
Noble Industry Gacha！,2018-11-12
Asobimo Day: Fishing Contest,2018-11-11
"Asobimo Day Celebration Campaign",2018-11-09
"Assorted NPC Gacha!",2018-11-09
"Fire Weapon Gacha" now available!,2018-11-09
"Wind Weapon Gacha" now available!,2018-11-09
Limited-time-only! Single Payment Campaign now open!,2018-11-09
New Area Boss Special Effect Free 10x Gacha.,2018-11-07
Almost 1st Anniversary Log-in Bonus!,2018-11-07
"Imperial Masterpiecets Gacha" now available!,2018-11-02
"Professional Code Gacha" now available!,2018-10-31
Double your winnings! Introducing the 5x Draw "Weapons Fair"!,2018-10-29
"Event Support Pack" now available!,2018-10-26
Limited-time-only! Single Payment Campaign Part 2 now open!,2018-10-26
"Burst Gacha" now available!,2018-10-26
"Wild Roar Gacha" now available!,2018-10-24
Event "Pumpkin Panic -Second half-" starts!,2018-10-24
Limited-time-only! Single Payment Campaign now open!,2018-10-24
Drill Winning Rate 2x! "Upgrade Gacha"!,2018-10-24
4 types of "Master Pack" now available!,2018-10-22
[Character Avatar Gacha] Masterpiece!,2018-10-19
[Limited] Added Bonus! Introducing Armor Gacha!,2018-10-19
"Trick or Treat!!" now available!,2018-10-17
[Lunar Harvest Gacha Tix],2018-10-17
Moon Dance Gacha Tix,2018-10-17
"Moonlight Gnosis Gacha" now available!,2018-10-15
[11/15 12:00 Update] "Guiding Moonlight Gacha" now available!,2018-10-12
Event "Pumpkin Panic -First Half-" starts!,2018-10-10
Expansion items are now on time-sale!,2018-10-10
Only for beginners!  "Welcome Gacha" now available!,2018-10-10
[Courage and Pretty Adventurer Gacha],2018-10-10
[Cook and Waitress Gacha],2018-10-10
[EffortsButler and Selfish Princess Gacha],2018-10-10
Mixed Style Gacha,2018-10-10
Questionnaire,2018-10-10
"Drill Set" now available!,2018-10-08
Furniture required for Layout all set now available!,2018-10-05
"Disposal of the Dead Gacha" now available!,2018-10-03
"Body Modification Project" now available!,2018-09-30
Double your winnings! Introducing the 5x Draw "Weapons Fair"!,2018-09-28
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2018-09-28
New hairstyles 4 types included in Beauty Set!,2018-09-26
Limited-time-only! Payment Bonus Campaign -Part 3- now open!,2018-09-26
"Earth Gacha" now available!,2018-09-26
Event "Apple Picking Festival" latter half starts!,2018-09-26
Equipment enhancement big success rate campaign now opens!,2018-09-26
About Avatar Fair Gacha's malfunction,2018-09-25
[Character Avatar Gacha] Professional Avatar!,2018-09-21
[Limited] Added Bonus! Introducing Armor Gacha!,2018-09-21
"Daily Free 10x Gacha"now available!,2018-09-20
"Four China Symbols" now available!,2018-09-19
Furniture required for Layout all set now  now available!,2018-09-19
"Burst Gacha" now available!,2018-09-19
Details for September 19 Update!!,2018-09-19
Limited-time-only! Payment Bonus Campaign -Part 2- now open!,2018-09-19
Firing Crystal,2018-09-19
Pyromance Gacha Ticket,2018-09-19
Tiger Lily Gacha,2018-09-17
Limited to the first 10,000 users! Get $5 worth of free ASOBI COIN campaign part 8!,2018-09-15
Limited-time-only! Payment Bonus Campaign now open!,2018-09-14
Announcing the new event "Apple Picking Festival" !,2018-09-12
"Master Weapon Set" now available!,2018-09-12
"Kitty Gacha" now available!,2018-09-12
Expansion items are now on time-sale!,2018-09-10
"Water Gacha" now available!,2018-09-10
Limited to the first 10,000 users! Get $5 worth of free ASOBI COIN campaign part 7!,2018-09-08
"Yummy! Campaign"  now in session!,2018-09-07
Special Log-in Bonus!,2018-09-06
Opening Raid Event! "Invading! Homunculus",2018-09-05
"Area Boss Advanced Set" now available!,2018-09-05
Drill Winning Rate 2x! "Upgrade Gacha"!,2018-09-05
[9/3 17:40 Update]Notice for 3-day-limited free Gacha,2018-09-03
Limited to the first 10,000 users! Get $5 worth of free ASOBI COIN campaign part 6!,2018-09-01
"New semester! Free Gacha" now available!,2018-09-01
Lunar Harvest Gacha,2018-08-31
7 days only! [Trick Horologium Gacha]!!,2018-08-29
Reasonable Total Payment Campaign now in session!,2018-08-29
Notice for End of Sale,2018-08-28
7 days only! [Church Meadow Gacha]!!,2018-08-27
Apology and notice for Total Payment Campaign,2018-08-27
Limited to the first 10,000 users! Get $5 worth of free ASOBI COIN campaign part 5!,2018-08-25
Double your winnings! Introducing the 5x Draw "Weapons Fair"!,2018-08-24
Announcement for Summer Festival Screenshot Contest winners!!,2018-08-23
6th Time's A Charm! "Area Boss Special Attack Weapon Gacha"!,2018-08-22
About the number of rate for getting the Gacha items,2018-08-22
Furniture required for Layout all set now  now available!,2018-08-22
[9/28 16:45 Update] Green Slot Items Added! "Upgrade Gacha"!!,2018-08-22
[Unicorn Gacha Ticket],2018-08-22
[Unicorn Accolade Ticket],2018-08-22
Limited to the first 20,000 users! Get free ASOBI COIN campaign part 4!,2018-08-18
With additional line-ups! "Daily Free 10x Gacha" is extended!,2018-08-17
[Limited] Added Bonus! Introducing Armor Gacha!,2018-08-17
[Character Avatar Gacha] Tropic Merchant!,2018-08-17
Notice for End of Sale,2018-08-17
[8/17 15:45 Edit] About Connection Failure,2018-08-15
Expansion items are now on time-sale!,2018-08-15
Only for beginners! "NoviceItemSet" now available!,2018-08-15
Login to Alchemia Story and get items! "Comeback Campaign" now starts!,2018-08-15
"Pyromance Candle Gacha" now available!,2018-08-13
Limited to the first 10,000 users! Get free ASOBI COIN campaign part 3!,2018-08-11
"Firing crystal of eternal light  Gacha" now available!,2018-08-10
Announcement of Interruptions to Game Play Due to Corrections,2018-08-10
[8/8 19:05(JST) Edit] About Connection Failure,2018-08-08
Announcing the new event "Watermelon of Love -Act 1-"!,2018-08-08
"Yukata Pack" now available!,2018-08-08
Avaliablue 1x Daily! "Payment Bonus Campaign" now in session!,2018-08-08
Get a UR item! "Daily Free 10x Gacha" now opens!,2018-08-08
Drill Set now available!,2018-08-06
Limited to the first 5000 users! Get free ASOBI COIN campaign part 2!,2018-08-04
Get an "Special Emotion" for 11x Spins! Friends at the Tropic Beach Gacha now available!,2018-08-03
Notice for End of Sale,2018-08-02
Learn how to use Slots and Drills and get stronger!,2018-08-01
[7/31 17:00Edit] Tropical Vacation Gacha now available!,2018-07-31
Doubles the number of "Core" to get!  Upgrade Gacha!,2018-07-30
Summer Festival Screenshot Contest,2018-07-25
Valuable Summer Ice Set now available!,2018-07-25
Beginner Support Campaign,2018-07-25
"Summer Festival ~Festival Edition~" Event On Now!,2018-07-25
Reasonable Total Payment Campaign now in session!,2018-07-25
[Limited] Added Bonus! Introducing Armor Gacha!,2018-07-20
[Character Avatar Gacha] Heavenly Miko Priestess!,2018-07-20
Notice for End of Sale,2018-07-19
Limited for 1 time, daily! Swimsuit Gacha at sale price!,2018-07-18
Drill Winning Rate 2x! Upgrade Gacha!,2018-07-18
Berserk Invasion Weapon Gacha now available!,2018-07-16
[7/13 15:40Edit] About Connection Failure,2018-07-13
Madness Order Gacha now available!,2018-07-13
[7/11 24:45Edit] About Connection Failure,2018-07-12
Mysterious Crows Gacha now available!,2018-07-11
Expansion items are now on time-sale!,2018-07-11
[8/3 20:00 Edit]Event "Cooling Summer Festival -Preparation-" now open!,2018-07-11
New hairstyles 4 types included in Beauty Set!,2018-07-11
Notice for End of Sale,2018-07-10
[7/9 18:55 Edit]About malfunction of having Gacha scheduled to sale was temporarily effective,2018-07-09
Astrologer Gacha now available!,2018-07-09
3 types Pick-up Gacha now available!,2018-07-06
Valuable Potato Set now available!,2018-07-04
Star Fest Weapon Gacha now available!,2018-07-02
Limited-time-only! Star Fest Map now available!,2018-07-01
Star Fest Avatar Gacha now available!,2018-06-30
Rabbit Tea Party Gacha now available!,2018-06-29
Limited-time-only! Payment Bonus Campaign now open!,2018-06-27
Patisserie de Avayye Gacha now available!,2018-06-27
Raid Boss Opening Dates,2018-06-27
Adjustment of maximum enhanced status of SR Weapons from Gacha,2018-06-27
Wood Set now on sale!,2018-06-27
Watermelon Fest Gacha available!,2018-06-25
[Character Avatar Gacha],2018-06-20
[Limited] Added Bonus! Introducing Armor Gacha!,2018-06-20
Unicorn Praetoriani Gacha now available!,2018-06-18
Unicorn Accolade Gacha now available!,2018-06-15
6/14 About Connection Failure,2018-06-14
Limited-time-only! Payment Bonus Campaign now open!,2018-06-13
Upgrade Gacha now available!,2018-06-13
Armors Gacha now available! [12/5 Update],2018-06-13
Free Daily Gacha now available!,2018-06-13
"Rainy Pack" now on sale!,2018-06-13
Hortensia Marriage Gacha now available!,2018-06-13
Just Married Gacha now available!,2018-06-13
Event "Mariage Azul" now open!,2018-06-13
Alchemia Story Starts!,2018-06-13
About Area Bosses,2018-01-17
